Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Betthanagere,2015.0,125.0,7.2,6.0,Crime,kannada
Parchandi,2017.0,126.0,6.9,24.0,Drama,kannada
Rajalakshmi,2019.0,142.0,6.2,31.0,Romance,kannada
Iniyavale,1998.0,150.0,4.3,7.0,Drama,tamil
Oomappenninu Uriyadappayyan,2002.0,148.0,5.0,118.0,"Action, Comedy, Drama",malayalam
Sarphira,1992.0,137.0,4.9,42.0,Action,hindi
Danger Zone,2016.0,110.0,6.9,24.0,Drama,kannada
Garam Padosan,2006.0,126.0,6.9,24.0,Drama,hindi
Bajrang Bali,1956.0,135.5,6.6,7.0,Fantasy,hindi
Gudgudee,1997.0,138.0,4.2,333.0,"Musical, Romance",hindi
Engal Thaikulame Varuga,1986.0,123.0,6.4,10.0,Unknown,tamil
Yeh Hai Zindagi,1947.0,126.0,6.9,24.0,Drama,hindi
Chithirai Thingal,2014.0,119.0,6.9,24.0,Drama,tamil
Kolahal,1989.0,118.0,6.4,10.0,Unknown,assamese
Rabibar,1996.0,111.0,6.9,24.0,Drama,bengali
Jagruthi,1975.0,137.5,6.4,10.0,Unknown,kannada
Misar Ka Khazana,1935.0,144.0,5.4,7.0,"Adventure, Fantasy",hindi
Kaliyon Ki Aawaz,1982.0,133.0,6.2,31.0,Romance,hindi
Phool Bane Angaare,1963.0,136.0,6.0,15.0,"Drama, Romance",hindi
Angoori,1943.0,137.5,6.4,10.0,Unknown,hindi
Maze Baal,1943.0,132.0,6.6,25.0,"Drama, Family",marathi
Taxi Driver,1944.0,141.0,2.5,16.0,"Comedy, Musical",hindi
Saagar,1985.0,186.0,7.1,902.0,"Drama, Romance",hindi
Dil Ka Daku,1936.0,137.5,6.4,10.0,Unknown,hindi
Nauker,1979.0,126.0,6.5,146.0,"Comedy, Drama",hindi
Ramaiya Vastavaiya,2013.0,148.0,5.7,3453.0,"Action, Drama, Romance",hindi
Prathigna,1983.0,141.5,7.3,35.0,"Action, Crime, Drama",malayalam
Adalat O Ekti Meye,1982.0,126.0,7.7,42.0,Drama,bengali
Thondan,2017.0,138.0,6.0,252.0,Crime,tamil
Vinavayya Ramayya,2015.0,136.0,5.5,8.0,Romance,telugu
Yahan Se Shehar Ko Dekho,1983.0,137.5,6.4,10.0,Unknown,hindi
Rakter Sindoor,2002.0,164.0,6.9,24.0,Drama,bengali
Fireflies-Jonaki Porua,2019.0,126.0,9.6,9.0,Drama,assamese
Pachchax Kodi,1990.0,126.0,6.9,24.0,Drama,tamil
O21,2014.0,124.0,7.9,3073.0,"Action, Thriller",urdu
Aadhya Paadam,1977.0,126.0,5.0,13.0,Drama,malayalam
Current,2009.0,133.0,5.6,86.0,Romance,telugu
Kallan Pavithran,1981.0,131.0,7.1,132.0,"Comedy, Drama",malayalam
Kaise Kahoon Ke... Pyaar Hai,2003.0,128.0,3.4,32.0,"Crime, Romance",hindi
Dahek: A Burning Passion,1999.0,155.0,5.7,184.0,"Drama, Romance, Thriller",hindi
Sneham,1977.0,133.0,6.8,10.0,Romance,telugu
Secret Agent Raja,1991.0,137.0,5.5,21.0,Action,hindi
Premik,1985.0,126.0,6.9,24.0,Drama,bengali
Manipayal,1973.0,137.5,6.4,10.0,Unknown,tamil
Paheli Tarikh,1954.0,139.0,7.2,26.0,"Drama, Family, Fantasy",hindi
Chor Ke Ghar Chor,1978.0,137.0,6.4,34.0,"Action, Comedy, Crime",hindi
Seeta Rama Vanavasam,1977.0,137.0,6.4,10.0,Unknown,telugu
Asai,1956.0,137.5,6.4,10.0,Unknown,tamil
'42,1951.0,156.0,7.2,18.0,"Action, Biography, Thriller",bengali
Kankar,2013.0,126.0,8.3,7.0,Drama,urdu
Saheb Biwi Aur Gangster Returns,2013.0,142.0,6.8,3829.0,"Action, Crime, Drama",hindi
Nassebaaz,2021.0,126.0,6.9,24.0,Drama,hindi
Eman Morom Kiyo Lage,2002.0,147.0,5.6,84.0,"Action, Romance",assamese
Village Guys,2015.0,127.0,2.9,10.0,Comedy,malayalam
Grama Kanya,1936.0,167.0,6.9,24.0,Drama,hindi
Susraal,1962.0,148.0,7.15,38.5,"Drama, Musical",urdu
Andagadu,2005.0,132.0,6.4,12.0,Comedy,telugu
Phir Teri Kahani Yaad Aayee,1993.0,105.0,5.9,266.0,"Romance, Drama",hindi
Koaritharicha Naal,1982.0,137.5,6.4,10.0,Unknown,malayalam
London Confidental,2020.0,77.0,6.2,1653.0,"Crime, Drama, Thriller",hindi
Swamiji,2021.0,126.0,6.9,24.0,Drama,kannada
Dil Aik Aina,1972.0,137.5,6.4,10.0,Unknown,urdu
Thacholi Varghese Chekavar,1995.0,144.0,5.2,195.0,"Action, Drama",malayalam
Miss Allah Rakhi,1989.0,137.5,6.4,10.0,Unknown,punjabi
 Criminal Minds: Beyond Borders,2016.0,40.0,7.0,135.0,"Action, Adventure, Crime",urdu
Raasta,2017.0,120.0,3.8,135.0,"Action, Crime, Thriller",urdu
Hero Wohi Jo Heroine Le Jaye,2000.0,133.0,6.2,31.0,Romance,hindi
Prem Ratan Dhan Payo,2015.0,164.0,4.4,17724.0,"Action, Drama, Musical",hindi
Adarkkalam,1985.0,137.5,6.4,10.0,Unknown,malayalam
Koi Chand Rakh,2018.0,133.0,7.8,119.0,Romance,oriya
Look at yourself first,2019.0,29.0,7.8,10.0,"Short, Drama",urdu
Oh My Ghost,2021.0,114.0,6.9,24.0,Drama,marathi
Eito Jibon,1964.0,126.0,6.9,24.0,Drama,bengali
Black Rose,2021.0,120.0,4.8,26.0,Thriller,telugu
Ancharakalyanam,1997.0,137.5,4.6,15.0,Unknown,malayalam
Ami Bachte Chai,2007.0,163.0,6.9,24.0,Drama,bengali
Kagojer Nouka,1991.0,109.0,5.3,10.0,Drama,bengali
Bhayanaka,2016.0,120.0,5.0,22.0,Horror,kannada
Zeher,2005.0,132.0,5.4,1908.0,"Crime, Drama, Mystery",hindi
Dhrona 2010,2010.0,150.0,4.1,289.0,"Action, Drama, Horror",malayalam
Dhuaan,1953.0,121.0,6.05,15.0,Mystery,hindi
Behind A Shortfilm by Shan,2019.0,18.0,7.95,13.5,"Short, Comedy",malayalam
Dildariyaan,2015.0,116.0,6.1,155.0,Romance,punjabi
Kali Ghata,1980.0,131.0,5.8,33.0,"Romance, Thriller, Mystery",hindi
Ab Ke Baras,2002.0,142.0,3.3,196.0,"Action, Romance, Thriller",hindi
Thiruppu Munai,1989.0,114.0,5.9,13.0,Crime,tamil
Mehbooba,1992.0,137.5,3.0,8.0,Unknown,urdu
Syayamsiddha,1947.0,126.0,6.9,24.0,Drama,bengali
Rishte,2019.0,126.0,6.9,24.0,Drama,urdu
Aao Laut Chalain,2017.0,126.0,6.9,24.0,Drama,urdu
Rathi,1989.0,137.5,6.4,10.0,Unknown,malayalam
Blind Love,2016.0,136.5,6.3,36.0,"Action, Crime, Romance",oriya
Piya Milan Chauraha,2021.0,126.0,6.9,24.0,Drama,bhojpuri
Karnataka Ayodhyapuram,2014.0,126.0,6.9,24.0,Drama,kannada
Karan Arjun,1995.0,175.0,6.8,13051.0,"Action, Drama, Fantasy",hindi
First Rank,1990.0,150.0,5.4,1108.0,"Action, Drama, Sport",hindi
Alisha,2014.0,70.0,6.55,35.5,"Drama, Family, Romance",hindi
Badalti Duniya,1943.0,137.5,6.4,10.0,Unknown,hindi
Aks,2001.0,184.0,5.8,1608.0,"Action, Crime, Horror",hindi
Silence,2012.0,126.0,6.9,24.0,Drama,kannada
Ahilya: Zunj Ekaki,2020.0,137.0,5.5,21.0,Action,marathi
Jakher Dhan,1939.0,120.0,6.0,6.0,Thriller,bengali
Ammani,2016.0,90.0,7.9,84.0,"Drama, Family",tamil
Kiran,1944.0,137.5,6.4,10.0,Unknown,hindi
K3,2015.0,113.0,6.9,24.0,Drama,tamil
Qasam Se Qasam Se,2012.0,145.0,4.0,18.0,Romance,hindi
Mohenjo Daro,2016.0,155.0,5.7,10727.0,"Action, Adventure, Drama",hindi
Jaanmoni 2,2006.0,130.0,8.4,5.0,"Musical, Romance",assamese
Sati Savitri,1977.0,137.5,6.4,10.0,Unknown,telugu
Sagina,1974.0,130.0,7.1,86.0,"Comedy, Drama, Family",hindi
Thoranai,2009.0,159.0,3.9,124.0,"Action, Drama",tamil
Maaya Ka Saaya,2000.0,112.0,5.0,22.0,Horror,hindi
Thirudi,2006.0,135.0,6.9,24.0,Drama,tamil
Gaath Padli Thaka Thaka,1956.0,137.5,6.4,10.0,Unknown,marathi
Dil Ke Jharoke Main,1997.0,130.0,3.8,26.0,"Musical, Romance",hindi
Athe Karanathal,2013.0,16.0,7.3,26.0,"Short, Drama",malayalam
Gulal.com,2021.0,130.0,6.1,42.0,Comedy,kannada
Vanjara,1954.0,126.0,6.9,24.0,Drama,punjabi
Shambo Shankara,2010.0,126.0,6.9,24.0,Drama,kannada
Pyasi Baahon Mein,1990.0,120.0,6.0,32.0,Thriller,hindi
Bashar Momin,2014.0,137.0,8.3,410.0,"Drama, Romance, Thriller",oriya
Modati Cinima,2005.0,126.0,4.9,28.0,Drama,telugu
Varshadhaare,2010.0,120.0,6.0,32.0,Thriller,kannada
Your Order Has Arrived,2018.0,8.0,7.4,8.0,"Short, Comedy, Horror",urdu
Jungle Ka Beta,1992.0,135.5,6.6,15.0,Fantasy,hindi
Gharaksharangal,2000.0,126.0,6.9,24.0,Drama,hindi
Kathanayakudu Katha,1965.0,137.5,6.4,10.0,Unknown,telugu
Tanha,1964.0,126.0,6.9,24.0,Drama,urdu
Edavazhiyile Poocha Minda Poocha,1979.0,140.0,7.0,13.0,Drama,malayalam
Jai Mahakali,1979.0,137.5,6.4,10.0,Unknown,hindi
Junction,2009.0,126.0,6.9,24.0,Drama,telugu
Mr Prime Minister,2005.0,130.0,5.3,57.0,Comedy,hindi
Pied Piper,2013.0,113.0,6.3,22.0,"Comedy, Drama",hindi
Nacher Putul,1971.0,107.0,7.1,72.0,"Drama, Romance",bengali
Red Oliender's Roktokorobi,2017.0,114.0,7.2,63.0,Drama,bengali
Mili,1975.0,150.0,7.5,1261.0,"Drama, Romance, Family",hindi
Emiler Goenda Bahini,1980.0,96.0,8.0,44.0,"Adventure, Comedy, Family",bengali
Shubho Mahurat,2003.0,150.0,7.6,490.0,"Crime, Mystery",bengali
Agar Tum Na Hotay,2014.0,137.5,6.4,10.0,Unknown,urdu
Kaaliyan,2017.0,104.0,4.6,8.0,Drama,malayalam
Yeh Rastey Hain Pyar Ke,1963.0,150.0,6.0,49.0,"Crime, Drama, Romance",hindi
Budhivanta,2008.0,138.0,7.1,213.0,"Crime, Drama, Thriller",kannada
Vakkalathu Narayanankutty,2001.0,144.0,5.3,91.0,"Comedy, Drama",malayalam
Rojulu Marayi,1984.0,126.0,6.9,24.0,Drama,telugu
Ariel Mothers aka Ariel Maa,2000.0,45.0,5.4,9.0,Talk-Show,urdu
Nenante Nene,1968.0,169.0,6.4,335.0,"Action, Drama, Thriller",telugu
Chand Ki Duniya,1959.0,102.0,5.7,2519.0,"Drama, Fantasy, Sci-Fi",hindi
Andava Kanoom,2020.0,116.0,6.9,24.0,Drama,tamil
Padheyam,1993.0,140.0,7.1,189.0,Drama,malayalam
Pedarasi Peddamma Katha,1968.0,160.0,7.2,5.0,Fantasy,telugu
Naadodigal,2009.0,161.0,7.7,1140.0,"Action, Comedy, Drama",tamil
Ketu,2020.0,137.5,6.4,10.0,Unknown,bengali
Adharvam,1989.0,150.0,6.9,134.0,"Adventure, Fantasy, Thriller",malayalam
"Inshallah, Kashmir",2012.0,82.0,7.0,130.0,Documentary,oriya
Betwa Baagi,2011.0,145.0,6.9,24.0,Drama,bhojpuri
Debigarjan,1984.0,116.0,6.9,24.0,Drama,bengali
Dil Diyan Gallan,2019.0,122.0,6.9,314.0,"Drama, Romance",punjabi
Aah,1953.0,150.0,7.2,272.0,"Drama, Musical, Romance",hindi
Qawwali - Music of the Mystics,2020.0,60.0,9.5,37.0,Music,oriya
Meyeti Ekhon Kothay Jabe,2017.0,126.0,6.6,12.0,Drama,bengali
Sauday Bazi,1985.0,137.5,6.4,10.0,Unknown,punjabi
Road to Sangam,2009.0,135.0,7.4,752.0,"Drama, Thriller",hindi
Thakur Bhavani Singh,1993.0,137.0,5.5,21.0,Action,hindi
Cheran Pandian,1991.0,144.0,5.6,8.0,Drama,tamil
Ek Jhoothi Love Story,2020.0,130.0,8.4,159.0,"Comedy, Drama, Family",urdu
Zakali Muth Sawa Lakachi,1989.0,126.0,6.9,24.0,Drama,marathi
Preethiya Theru,2010.0,126.0,6.9,24.0,Drama,kannada
Lagna Pathrika,2002.0,132.0,5.5,21.0,Action,telugu
Agradani,1983.0,118.0,7.8,21.0,Drama,bengali
Ilzaam,1972.0,126.0,6.9,24.0,Drama,urdu
Satya,2018.0,126.0,6.9,24.0,Drama,marathi
Sapana Srinkhala,2019.0,15.0,8.2,9.5,Short,nepali
Balarama Krishnulu,1992.0,142.0,6.8,24.0,"Action, Drama, Romance",telugu
Kathirunna Nikah,1965.0,137.5,6.4,10.0,Unknown,malayalam
Mera Naam Yousuf Hai,2015.0,37.0,8.5,493.0,Romance,oriya
Asur,2020.0,139.0,6.9,822.0,Drama,bengali
Jaane Hoga Kya,2006.0,155.0,2.8,166.0,"Action, Crime, Sci-Fi",hindi
Alor Thikana,1974.0,124.0,7.5,12.0,Family,bengali
Atha mechina alludu,1989.0,115.0,6.6,25.0,"Drama, Family",telugu
Asuran,1995.0,112.0,4.7,15.0,Horror,tamil
Iravum Pagalum,1965.0,137.5,6.4,10.0,Unknown,tamil
Ashi Hi Bhaubij,2008.0,119.0,6.9,24.0,Drama,marathi
Village Rockstars,2017.0,87.0,7.4,826.0,Drama,assamese
Kalo Bhromor,2016.0,136.0,4.1,11.0,"Romance, Thriller",bengali
Kurumbukkara Pasanga,2013.0,126.0,6.9,24.0,Drama,tamil
Banarasi Babu,1973.0,141.0,6.7,73.0,"Drama, Thriller",hindi
Laddoo,2015.0,11.0,8.2,6.0,"Short, Crime, Fantasy",malayalam
Ammo! Alluda?,1996.0,126.0,6.9,24.0,Drama,telugu
Chili Pili Hakkigalu,2008.0,126.0,6.9,24.0,Drama,kannada
Midnight's Children,2012.0,146.0,6.2,3009.0,Drama,urdu
Tejasvini,1994.0,169.0,6.4,87.0,"Action, Drama",hindi
Duhai,1943.0,120.0,5.0,7.0,Unknown,hindi
Ooru Vittu Ooru Vandhu,1990.0,137.5,5.3,16.0,Unknown,tamil
Yekkey Wali,1957.0,137.5,6.4,10.0,Unknown,punjabi
Paying Guest,2020.0,11.5,8.7,15.0,"Short, Mystery",urdu
My Angel My Teacher,2019.0,126.0,6.5,8.0,Drama,hindi
Pakda Pakdi,2018.0,126.0,6.9,24.0,Drama,marathi
Hercules,1964.0,142.0,5.3,33.0,Adventure,hindi
Ek Nadir Galpo,2008.0,124.0,7.8,36.0,Drama,bengali
Sharma Ji Ki Lag Gayi,2019.0,122.0,4.9,255.0,Comedy,hindi
Wo Kon Thi,1966.0,137.5,6.4,10.0,Unknown,punjabi
Phool Aur Patthar,1966.0,163.0,6.3,216.0,"Action, Drama, Romance",hindi
Vishama Vrudham,2021.0,126.0,6.9,24.0,Drama,malayalam
Pudhari,1976.0,126.0,6.9,24.0,Drama,marathi
Guilty,2008.0,126.0,6.9,24.0,Drama,marathi
Soggadi Pellam,1996.0,141.0,4.2,102.0,"Action, Drama, Romance",telugu
Minnal Murali,2021.0,142.0,7.0,66.0,"Adventure, Comedy, Fantasy",telugu
Madapravukal,2002.0,137.5,6.4,10.0,Unknown,malayalam
Adhithy,1975.0,137.5,6.4,10.0,Unknown,malayalam
Wishlist,2020.0,93.0,4.4,114.0,Drama,hindi
Khaki Chokka,2001.0,126.0,6.9,24.0,Drama,telugu
Aarilirunthu Arubathuvarai,1979.0,126.0,6.9,24.0,Drama,tamil
Choonda - Irayude Katha,2013.0,15.0,8.2,9.5,Short,malayalam
Paalkaari,2018.0,126.0,6.9,24.0,Drama,tamil
Khargosh,2009.0,94.0,7.7,24.0,Drama,hindi
Karnam Malleswari Biopic,2021.0,124.0,6.35,21.5,Sport,hindi
Ravanan,2007.0,139.0,6.1,28.0,"Action, Thriller",malayalam
The Unfaithful Hawas,2004.0,120.0,6.0,32.0,Thriller,hindi
Bulletproof Monk,2003.0,104.0,5.5,47854.0,"Action, Comedy, Fantasy",punjabi
Pigments: The Immortal Shades,2016.0,26.0,7.8,10.0,"Short, Drama",assamese
Amma Ammani Chudalani Undhi,1996.0,124.0,6.5,18.0,Family,telugu
Ajooba Kudrat Ka,1991.0,136.0,4.9,28.0,"Action, Adventure, Fantasy",hindi
Kannamma,2005.0,126.0,6.9,24.0,Drama,tamil
Dastaan,2010.0,125.5,8.8,908.0,"Drama, History, Romance",oriya
Fanko,2016.0,143.0,6.5,18.0,"Action, Drama, Thriller",nepali
Stree Purush,1975.0,126.0,6.9,24.0,Drama,hindi
Tumsa Nahin Dekha,1957.0,156.0,7.2,119.0,"Musical, Romance",hindi
Pittala Dora,1996.0,130.0,5.8,9.0,Comedy,telugu
Chemistry of Kariyappa,2019.0,128.0,7.5,79.0,"Comedy, Drama",kannada
Boy,2019.0,129.0,7.1,379.0,"Comedy, Drama",telugu
Prem Anubandh,2021.0,126.0,6.9,24.0,Drama,gujarati
Devatha,1941.0,186.0,7.1,10.0,Drama,telugu
For Sale,2013.0,128.0,6.9,24.0,Drama,malayalam
Anubandhalu,1963.0,137.5,6.4,10.0,Unknown,telugu
Jeevan Sangram,1974.0,144.0,6.8,12.0,"Action, Drama",hindi
Sabadham,1971.0,137.5,6.4,10.0,Unknown,tamil
Kadaikan Parvai,1986.0,117.0,6.9,24.0,Drama,tamil
Tata Bye Bye,2015.0,130.0,6.9,24.0,Drama,nepali
Bumm Bumm Bole,2010.0,124.0,6.0,590.0,"Drama, Family, Thriller",hindi
Yalghaar,2017.0,158.0,7.2,984.0,"Action, Romance, War",oriya
Gandhada Gudi,1973.0,140.0,8.1,231.0,"Action, Drama, Thriller",kannada
Teen Thay Bhai,2011.0,131.0,4.2,324.0,"Comedy, Drama",hindi
Paristan,1957.0,137.5,6.4,10.0,Unknown,hindi
One Way,2016.0,127.0,5.0,11.0,Thriller,bengali
Thayumanavan,2003.0,126.0,6.9,24.0,Drama,tamil
Safaibaaz - The Scavenger,2021.0,132.0,6.6,25.0,"Drama, Family",hindi
Nadah,2003.0,7.0,7.3,10.0,"Drama, Short",urdu
My Name Is Khan,2013.0,137.0,4.4,161.0,Action,bengali
Romance with Finance,2016.0,134.0,6.9,24.0,Drama,telugu
Mooru Darigalu,1980.0,137.5,6.4,10.0,Unknown,kannada
Haseeno Ka Mela,2000.0,133.0,6.2,31.0,Romance,hindi
Kunku Lavte Mahercha,2004.0,126.0,6.9,24.0,Drama,marathi
Pattuthoovaala,1965.0,137.5,6.4,10.0,Unknown,malayalam
Intu Mintu Londonma,2018.0,120.0,6.8,82.0,Romance,nepali
Nirala Hindustan,1938.0,137.5,6.4,10.0,Unknown,hindi
Hadiyya,2017.0,144.0,6.2,13.0,"Drama, Musical, Romance",malayalam
Swopnodanay,2007.0,84.0,7.0,141.0,Drama,bengali
Sravu,2001.0,137.5,4.5,6.0,Unknown,malayalam
Pappur Biye,2021.0,136.0,8.2,138.0,Comedy,bengali
Dance Kahani,2016.0,123.0,7.7,27.0,"Action, Drama, Music",urdu
Neethi Nijayathi,1972.0,137.5,6.4,10.0,Unknown,telugu
Mannava,1997.0,145.0,4.9,7.0,"Action, Comedy, Thriller",tamil
Kaal,2005.0,126.0,4.6,4976.0,"Adventure, Horror, Mystery",hindi
Tera Mera Rishta,2015.0,133.0,6.2,31.0,Romance,urdu
Banada Neralu,2008.0,126.0,6.9,24.0,Drama,kannada
Thokar,2004.0,142.0,8.0,14.0,"Action, Drama",hindi
Dongaata,1996.0,126.0,6.9,73.0,Drama,telugu
Nawab Sirajuddaula,1967.0,131.0,7.6,183.0,"Biography, Drama, History",bengali
Okariki Okaru,2003.0,133.0,7.8,70.0,Romance,telugu
Talkhiyan,2012.0,126.0,8.4,11.0,Drama,oriya
Jalachhayam,2010.0,90.0,6.5,18.0,Family,malayalam
Jamai Raja,1990.0,136.0,5.4,525.0,"Drama, Romance",hindi
Soundless Dance,2019.0,89.0,6.9,24.0,Drama,tamil
My Friend Ganesha,2007.0,190.0,4.6,149.0,Animation,hindi
The Forlorn Girl (Too Young to Bride),2015.0,69.0,6.9,24.0,Drama,bengali
Queer Duck,2017.0,5.0,8.4,9.0,"Documentary, Short",malayalam
The Way To Heaven,2017.0,16.0,8.4,9.0,"Documentary, Short",nepali
Ninade Nenapu,2007.0,126.0,6.9,24.0,Drama,kannada
Thilakkam,2003.0,148.0,6.8,662.0,"Action, Comedy, Drama",malayalam
Just Love,2014.0,133.0,6.2,5.0,Romance,kannada
Kaliyuga,2019.0,126.0,6.9,24.0,Drama,telugu
First Rank Raju,2015.0,148.0,7.8,607.0,"Comedy, Drama",kannada
Vada Chennai,2018.0,164.0,8.4,11838.0,"Action, Crime, Drama",tamil
O Priyathama,2006.0,126.0,6.9,24.0,Drama,kannada
Choola,1979.0,137.5,6.4,10.0,Unknown,malayalam
Pandinattu Thangam,1989.0,126.0,6.9,24.0,Drama,tamil
Sukh Mhanje Nakki Kaay Asta,2021.0,133.0,6.2,31.0,Romance,marathi
Raman Parasuraman,1980.0,126.0,6.9,24.0,Drama,tamil
Ha Khel Savlyancha,1976.0,126.0,6.4,35.0,Drama,marathi
Iniyenkilum,1983.0,201.0,5.8,32.0,"Action, Drama, Thriller",malayalam
Jai Chiranjeeva,2005.0,174.0,5.9,511.0,"Action, Comedy, Drama",telugu
Saajan Mere Main Saajan Ki,1980.0,136.0,5.9,7.0,"Drama, Romance",hindi
Darindah,1970.0,137.5,6.4,10.0,Unknown,urdu
Ek Anari Duja Khiladi,2000.0,137.0,5.5,21.0,Action,hindi
Sisters,,124.0,6.5,18.0,Family,marathi
Hungama,1971.0,130.0,7.1,39.0,Comedy,hindi
Love Station,2019.0,136.0,5.2,12.0,"Drama, Romance",nepali
Ek Tukro Agun,1963.0,126.0,6.9,24.0,Drama,bengali
Ponni,1953.0,137.5,6.4,10.0,Unknown,tamil
Munduvareda Adhyaya,2021.0,120.0,7.0,130.0,"Action, Thriller",kannada
Tyaag,1977.0,136.0,7.2,29.0,"Drama, Romance",hindi
Katto,2012.0,132.0,6.2,31.0,Romance,hindi
Avalkku Maranamilla,1978.0,137.5,6.4,10.0,Unknown,malayalam
 Arman ja viimeinen ristiretki,2013.0,30.0,6.8,6.0,Reality-TV,nepali
Kattu Rani,1985.0,137.5,6.4,10.0,Unknown,malayalam
Shole,1953.0,126.0,7.1,29.0,Drama,hindi
Punam,2006.0,27.0,8.9,38.0,"Documentary, Short, Family",nepali
Ottayan,1985.0,92.0,6.4,10.0,Unknown,malayalam
Nolok,1978.0,143.0,6.9,24.0,Drama,bengali
Horror Story,2013.0,91.0,4.2,1725.0,Horror,hindi
Vari the Sentence,2019.0,126.0,6.9,24.0,Drama,malayalam
Podhu Nalan Karudhi,2019.0,119.0,4.3,26.0,"Action, Comedy, Drama",tamil
Jo Hum Chahein,2011.0,136.0,4.5,100.0,"Drama, Romance",punjabi
En Kanmani Priya,2010.0,126.0,6.9,24.0,Drama,tamil
Jai Hanuman,1973.0,126.0,6.9,24.0,Drama,hindi
Black Rider,1960.0,144.0,6.0,77.0,"Action, Drama",hindi
Mungaru Male 2,2016.0,159.0,6.8,551.0,"Comedy, Drama, Romance",kannada
Bandhan,1980.0,126.0,7.1,8.0,Drama,bengali
Nila Meedhu Kadhal,2013.0,153.0,6.9,24.0,Drama,tamil
Yaar Kasam,1985.0,137.0,6.6,7.0,Action,hindi
Box No 1313,2009.0,130.0,4.4,13.0,Comedy,bengali
Vande Mataram,1939.0,222.0,7.0,8.0,Drama,telugu
Thai Veettu Seedhanam,1975.0,137.5,6.4,10.0,Unknown,tamil
Baap Re Baap,1968.0,94.0,5.75,19.5,Animation,hindi
Preminche Manasu,1999.0,126.0,6.9,24.0,Drama,telugu
Jungle Romance,1991.0,133.0,6.2,31.0,Romance,hindi
Zubaan,2015.0,115.0,6.1,395.0,Drama,hindi
Krrish 3,2013.0,152.0,5.2,20956.0,"Action, Adventure, Sci-Fi",hindi
Baaz,2011.0,126.0,6.9,24.0,Drama,bengali
Nool Veli,1979.0,126.0,6.2,13.0,Drama,tamil
Dawat,1974.0,111.0,6.9,24.0,Drama,hindi
Main Tumhari Hoon,1978.0,133.0,6.2,31.0,Romance,hindi
Pudhu Vasantham,1990.0,131.0,7.0,6.0,"Comedy, Drama",tamil
Kavariman,1979.0,140.0,5.2,17.0,Unknown,tamil
Oxygen,2019.0,82.0,6.9,24.0,Drama,hindi
Maharshi,1988.0,132.0,7.9,73.0,Romance,telugu
The Man Who Knew Infinity,2015.0,108.0,7.2,52399.0,"Biography, Drama",sanskrit
Ayal Jeevichiruppundu,2017.0,140.0,7.6,10.0,"Adventure, Drama",malayalam
Siruvani,2013.0,124.0,6.5,18.0,Family,tamil
Raunaq,1993.0,137.5,6.4,10.0,Unknown,hindi
Under Construction,2015.0,88.0,6.4,121.0,Drama,bengali
Company,2002.0,142.0,8.0,14641.0,"Action, Crime, Drama",hindi
Mouname Ishtam,2019.0,135.0,6.7,12.0,Romance,telugu
Naya Kanoon,1965.0,132.0,6.0,5.0,"Drama, Family",hindi
Agarram,2007.0,144.0,6.0,77.0,"Action, Drama",tamil
Jalta Badan,2001.0,133.0,6.2,31.0,Romance,hindi
Subhajatra,1954.0,126.0,6.9,24.0,Drama,bengali
Meendum Kokila,1981.0,139.0,6.3,112.0,"Comedy, Drama, Romance",tamil
Pidikittapulli,2021.0,120.0,6.0,32.0,Thriller,malayalam
Jeevan Yatra,1946.0,134.0,6.4,10.0,Unknown,hindi
Alias Janiki,2013.0,126.0,4.5,18.0,Drama,telugu
Gloria - A Merin Gregory Musical,2017.0,5.0,8.2,11.0,"Short, Musical",malayalam
Crack Fighters,2019.0,125.0,6.9,24.0,Drama,bhojpuri
Bhootayyana Mommaga Ayyu,2018.0,130.0,6.1,42.0,Comedy,kannada
Bhuvana Oru Kelvikkuri,1977.0,146.0,7.3,62.0,"Drama, Romance",tamil
Miss Lovely,2012.0,113.0,6.4,3013.0,"Crime, Drama, Romance",hindi
Bandh Honth,1984.0,126.0,6.9,24.0,Drama,hindi
Joshila,1973.0,137.0,6.1,102.0,"Drama, Thriller",hindi
Rarandoi Veduka Chudham,2017.0,145.0,5.6,663.0,"Action, Romance",telugu
Tunka Pyar Da,1989.0,133.0,6.2,31.0,Romance,punjabi
Sanson Ki Sargam,1991.0,126.0,6.9,24.0,Drama,hindi
Deva,1989.0,152.0,7.0,18.0,Unknown,kannada
Yahan Ameena Bikti Hai,2016.0,78.0,6.9,24.0,Drama,hindi
Jagga Jagravan Joga,2020.0,116.0,2.0,8.0,Drama,punjabi
Anaam,1992.0,144.0,6.3,28.0,"Action, Drama, Mystery",hindi
Pandavaru,2006.0,126.0,6.9,24.0,Drama,kannada
Samapti,1983.0,126.0,6.9,24.0,Drama,bengali
Madambi,2008.0,145.0,6.4,473.0,Drama,malayalam
Glorious Resolve,2011.0,,8.4,24.0,"Short, War",urdu
Mahendra Varma,1993.0,133.0,6.0,32.0,Thriller,kannada
Akashwani,1934.0,149.0,6.4,10.0,Unknown,hindi
Bhale Ramudu,1956.0,178.0,6.8,12.0,"Drama, Family",telugu
Khoey Ho Tum Kahan,2001.0,130.0,7.8,49.0,"Drama, Thriller",oriya
Sandhyakku Virinja Poovu,1983.0,125.0,6.1,26.0,Drama,malayalam
Halkatha,1934.0,126.0,6.9,24.0,Drama,bengali
Hukumat,1954.0,137.5,6.4,10.0,Unknown,hindi
